Num of flow,Sum Flow Duration,Max Flow Duration,Sum Tot Fwd Pkts,Max Tot Fwd Pkts,Sum Tot Bwd Pkts,Max Tot Bwd Pkts,Sum TotLen Fwd Pkts,Max TotLen Fwd Pkts,Sum TotLen Bwd Pkts,Max TotLen Bwd Pkts,Sum Fwd IAT Tot,Max Fwd IAT Tot,Sum Bwd IAT Tot,Max Bwd IAT Tot,Sum Fwd PSH Flags,Max Fwd PSH Flags,Sum Bwd PSH Flags,Max Bwd PSH Flags,Sum Fwd URG Flags,Max Fwd URG Flags,Sum Bwd URG Flags,Max Bwd URG Flags,Sum Fwd Header Len,Max Fwd Header Len,Sum Bwd Header Len,Max Bwd Header Len,Sum FIN Flag Cnt,Max FIN Flag Cnt,Sum SYN Flag Cnt,Max SYN Flag Cnt,Sum RST Flag Cnt,Max RST Flag Cnt,Sum PSH Flag Cnt,Max PSH Flag Cnt,Sum ACK Flag Cnt,Max ACK Flag Cnt,Sum URG Flag Cnt,Max URG Flag Cnt,Sum CWE Flag Count,Max CWE Flag Count,Sum ECE Flag Cnt,Max ECE Flag Cnt,Sum Init Fwd Win Byts,Max Init Fwd Win Byts,Sum Init Bwd Win Byts,Max Init Bwd Win Byts,Sum Fwd Act Data Pkts,Max Fwd Act Data Pkts,Label
15,10576152,9848559,24,5,17,3,1251.0,336.0,1273.0,497.0,10548497.0,9848559.0,192913.0,192913.0,1,1,0,0,0,0,0,0,544,168,308,104,4,1,4,2,1,1,5,2,18,7,0,0,0,0,0,0,33590,14600,31506,26847,3,1,0
2320,19012437563,94007672,9731,1320,228,20,27811.0,18300.0,15514.0,275.0,18900913810.0,94007672.0,87033858.0,48145557.0,0,0,0,0,0,0,0,0,327000,10560,2876,648,1,1,7835,6,47,1,18,18,86,39,0,0,0,0,0,0,32190138,29147,49013,32120,1707,1319,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,15724537411,49012088,7511,20,209,20,7126.0,92.0,12228.0,275.0,15661848877.0,49012088.0,48300393.0,48110134.0,0,0,0,0,0,0,0,0,294676,648,2628,648,2,1,7307,6,36,1,18,18,79,39,0,0,0,0,0,0,31751870,61485,509,509,8,5,0
2013,11104452075,74183688,18702,7234,329,18,287632.0,268675.0,21008.0,275.0,11043284783.0,74183688.0,77568978.0,50078884.0,0,0,0,0,0,0,0,0,341572,57872,3900,584,9,2,6275,5,39,1,26,16,114,34,0,0,0,0,478,3,36261450,60625,34271,16384,12132,7233,0
98,122514824,56050938,1184,1067,110,16,5050.0,1067.0,4629.0,275.0,117317444.0,52051993.0,56048515.0,56048515.0,0,0,0,0,0,0,0,0,10184,8536,1380,520,2,1,11,2,9,1,14,14,42,31,0,0,0,0,0,0,149650,14600,510,510,1070,1066,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,11054464239,50061727,18068,7336,305,18,253272.0,235840.0,21281.0,275.0,10948019279.0,46061385.0,78177958.0,50060941.0,0,0,0,0,0,0,0,0,335264,58688,3928,584,9,2,6175,5,50,1,28,16,126,35,0,0,0,0,381,4,26466867,23641,63609,16384,11638,7335,0
92,123229906,62709135,2382,2002,103,16,23612.0,17680.0,4152.0,275.0,118897500.0,62709135.0,52155169.0,52155169.0,0,0,0,0,0,0,0,0,19536,16016,1240,520,2,1,4,2,2,1,14,14,35,31,0,0,0,0,0,0,47450,14600,509,509,2273,2001,0
74,132479665,80350013,93,16,88,16,3090.0,46.0,3835.0,275.0,128418179.0,80350013.0,52065641.0,52065641.0,0,0,0,0,0,0,0,0,1184,520,1144,520,2,1,4,2,2,1,14,14,35,31,0,0,0,0,0,0,47450,14600,1018,509,1,1,0
578,11025498375,83217612,8890,4658,54,18,53813.0,48030.0,1450.0,275.0,11021469399.0,83217612.0,50061260.0,50061260.0,0,0,0,0,0,0,0,0,150676,37264,1016,584,1,1,2588,8,12,1,16,16,46,34,0,0,0,0,0,0,9015691,24409,509,509,6260,4657,0
3267,42373357312,117347252,17303,2002,276,18,28122.0,19950.0,12549.0,275.0,42209831403.0,117347252.0,148208218.0,50093479.0,0,0,0,0,0,0,0,0,608628,16016,4680,584,16,2,14676,6,99,1,43,16,238,35,0,0,0,0,0,0,46322659,44898,84323,16384,2422,2001,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,4092678585,119722678,3698,2070,2640,1890,287057.0,1612.0,7949.0,130.0,3900340694.0,119722678.0,575339617.0,119414081.0,149,1,0,0,0,0,0,0,77040,41400,52504,37964,358,2,2998,2070,2408,1890,354,2,3027,1890,0,0,0,0,0,0,11722954,20243,2253266,64000,204,1,0
710,7674684979,106615336,4840,1628,203,19,42330.0,34800.0,8088.0,275.0,7644371295.0,106615336.0,97941277.0,49096977.0,0,0,0,0,13,1,0,0,120528,13024,2932,616,31,2,2546,5,63,2,29,17,143,37,26,2,0,0,0,0,8579847,36119,130770,65535,2100,1627,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,186446831,49039225,231,21,183,14,6418.0,512.0,4271.0,132.0,155414515.0,49039225.0,30277907.0,20073114.0,0,0,0,0,0,0,0,0,4432,680,3092,456,12,2,85,2,70,2,32,18,155,34,0,0,0,0,0,0,2823054,65535,122974,32761,20,9,0
326,407239436,55258740,10300,6006,100,19,194676.0,185000.0,3879.0,275.0,404510190.0,55258740.0,49078157.0,49078157.0,0,0,0,0,0,0,0,0,88872,48048,1276,616,1,1,495,6,487,3,17,17,37,36,0,0,0,0,486,3,1490760,14600,509,509,9708,6005,0
3884,37386714350,60496323,16332,1287,440,18,69351.0,28650.0,25096.0,804.0,37286355514.0,60496323.0,214714307.0,50145052.0,0,0,0,0,0,0,0,0,576984,10296,6160,584,31,2,13903,6,95,1,71,18,283,38,0,0,0,0,0,0,52511013,65535,270417,65535,2046,1286,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,319774047,50104164,7345,4687,88,18,117549.0,110150.0,3521.0,275.0,315719141.0,46102265.0,50103366.0,50103366.0,0,0,0,0,0,0,0,0,63972,37496,1264,584,1,1,377,7,369,4,16,16,44,34,0,0,0,0,359,4,3755647,20311,509,509,6891,4686,0
632,11489192556,85568099,8281,5558,64,16,7195.0,5558.0,2257.0,275.0,11483233745.0,85568099.0,56056477.0,56056477.0,0,0,0,0,0,0,0,0,146632,44464,1048,520,1,1,2670,7,12,1,14,14,43,31,0,0,0,0,0,0,11000160,30765,510,510,5558,5557,0
65,106492937,54351994,82,16,79,16,2751.0,63.0,3419.0,275.0,102450040.0,54351994.0,52098780.0,52098780.0,0,0,0,0,0,0,0,0,1112,520,1072,520,2,1,4,2,2,1,14,14,35,31,0,0,0,0,0,0,47450,14600,1018,509,1,1,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,107572495,52511829,1345,1221,120,17,5329.0,1221.0,4948.0,275.0,103462434.0,52511829.0,51123163.0,51123163.0,0,0,0,0,0,0,0,0,11520,9768,1532,552,2,1,13,2,11,1,15,15,46,33,0,0,0,0,0,0,178850,14600,1020,510,1222,1220,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,25889151227,90716597,12119,1485,352,23,462412.0,447488.0,28317.0,275.0,25790878856.0,90716597.0,96627172.0,46438054.0,18,1,0,0,0,0,0,0,411660,11880,3924,744,55,2,9853,6,91,2,77,22,92,46,0,0,53,2,0,0,35819626,22832,19287,10101,1938,1484,0
3822,19717283034,74803664,19402,7163,252,20,14843.0,7163.0,15441.0,275.0,19568349211.0,74803664.0,139208600.0,48077792.0,0,0,0,0,385,1,0,0,524520,57304,3568,648,4,1,12026,6,860,3,31,18,134,38,815,3,815,3,815,3,58551645,28960,81560,14600,7185,7162,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,228424296,59405662,2486,2002,104,19,23364.0,17250.0,4619.0,275.0,222780073.0,59405662.0,49069054.0,49069054.0,0,0,0,0,0,0,0,0,20848,16016,1320,616,2,1,28,6,2,1,17,17,41,37,0,0,18,2,0,0,239323,19697,509,509,2353,2001,0
168,231667321,49089110,2560,2002,147,19,24400.0,16600.0,7120.0,275.0,229457612.0,46999965.0,49087631.0,49087631.0,0,0,0,0,0,0,0,0,22008,16016,1652,616,2,1,77,6,1,1,17,17,40,37,0,0,0,0,0,0,1275496,36119,509,509,2336,2001,0
2717,19687482085,48682209,10299,1342,403,20,16457.0,1342.0,29618.0,275.0,19622234273.0,44683278.0,71382250.0,48680319.0,0,0,0,0,0,0,0,0,355720,10736,4432,648,94,2,8582,6,132,2,25,18,198,39,0,0,93,2,93,2,35982543,45423,11175,8224,1353,1341,0
1192,1762773133,89598852,1998,21,1177,9,45953.0,10496.0,6041.0,453.0,1571556868.0,89598852.0,85875694.0,69891247.0,2,1,0,0,0,0,0,0,46316,352,27204,180,150,2,1450,5,970,9,116,4,1403,11,0,0,0,0,0,0,39612445,48475,11184812,65535,118,9,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,10799292526,50137809,5908,1551,299,18,31114.0,18975.0,20470.0,275.0,10748358279.0,48387296.0,93864755.0,50135235.0,0,0,0,0,0,0,0,0,165188,12408,3464,584,2,1,3744,5,40,1,20,16,88,35,0,0,0,0,0,0,13441207,36223,9186,8224,1903,1550,0
1188,7122920436,109943157,5439,1001,194,16,29375.0,22295.0,12033.0,275.0,7039774347.0,109943157.0,52122981.0,52122981.0,0,0,0,0,0,0,0,0,169664,8008,2540,520,2,1,3929,5,45,1,14,14,94,31,0,0,0,0,0,0,15392050,14600,1018,509,1348,1000,0
1161,9018344676,49083364,6119,1595,196,19,42989.0,35550.0,10254.0,275.0,8936006728.0,45083465.0,76462421.0,49081005.0,0,0,0,0,0,0,0,0,172600,12760,2960,616,51,2,3831,5,36,1,29,17,168,37,0,0,0,0,0,0,14879423,32853,176022,65535,2081,1594,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,12921692118,119505627,7428,1463,283,21,11595.0,1463.0,20961.0,275.0,12841933256.0,119505627.0,51995185.0,51030162.0,10,1,0,0,0,0,0,0,241440,11704,3404,680,71,2,5694,5,87,2,70,19,161,41,0,0,0,0,49,2,22871840,45354,24692,14600,1473,1462,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,162651613,57041358,165,49,160,49,7122.0,2982.0,4370.0,275.0,151931551.0,53041203.0,108995996.0,57040250.0,0,0,0,0,0,0,0,0,3064,1576,2892,1576,1,1,9,2,7,1,60,47,133,97,0,0,0,0,0,0,105850,14600,1019,510,48,47,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,68834448,39087113,115,33,112,33,4280.0,1364.0,3240.0,275.0,67163248.0,37475728.0,39085935.0,39085935.0,0,0,0,0,0,0,0,0,2144,1064,1864,1064,1,1,16,2,14,1,31,31,79,65,0,0,0,0,0,0,219000,14600,502,502,18,18,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,8477829308,55065891,12342,6155,72,17,8234.0,6155.0,2864.0,275.0,8473705590.0,51067433.0,55065078.0,55065078.0,0,0,0,0,0,0,0,0,284568,49240,1100,552,1,1,6127,6,9,1,15,15,41,32,0,0,0,0,0,0,37710100,46545,510,510,6156,6154,0
118,178498860,73871904,2383,1452,118,15,408045.0,401408.0,4235.0,154.0,175388390.0,73871904.0,73857246.0,43089360.0,0,0,0,0,0,0,0,0,8564,6272,1468,488,2,1,23,3,13,1,13,13,49,29,0,0,0,0,0,0,222650,14600,510,510,796,783,0
1162,8601833988,49221845,6284,1595,196,19,47887.0,39825.0,13399.0,275.0,8528535045.0,45228593.0,73681379.0,49220822.0,0,0,0,0,0,0,0,0,178308,12760,2688,616,2,1,3985,5,34,2,27,17,97,37,0,0,8,2,8,2,14854390,14600,19228,14600,2134,1594,0
331,493595171,90288793,3461,1909,376,18,536534.0,528384.0,7902.0,508.0,447625552.0,90288793.0,64966265.0,43096417.0,1,1,0,0,0,0,0,0,19880,8256,7636,584,68,2,226,3,148,1,82,23,459,43,0,0,0,0,0,0,8383126,63730,593304,65535,1067,1031,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,31139936,5185314,191,4,137,2,1915.0,523.0,630.0,46.0,10125489.0,319074.0,231.0,231.0,1,1,0,0,0,0,0,0,4192,136,3068,40,6,1,163,2,120,2,4,1,135,4,0,0,0,0,0,0,4439327,41763,1097150,42340,3,1,0
2398,21758557588,112747354,9881,1265,358,20,33210.0,18800.0,26791.0,275.0,21607167764.0,112747354.0,54017855.0,48796075.0,0,0,0,0,0,0,0,0,332056,10120,3952,648,1,1,7920,6,50,1,18,18,89,39,0,0,0,0,0,0,32009182,61866,9245,8224,1649,1264,0
4695,17269353218,48907750,22551,4876,613,20,251279.0,239265.0,15202.0,275.0,17136425221.0,48876003.0,166533046.0,48902900.0,2,1,0,0,0,0,0,0,610752,39008,13384,648,440,2,13419,6,193,2,233,18,1166,39,0,0,276,2,276,2,70705506,53620,381427,33840,8635,4875,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,11380915718,114957718,5745,1430,325,18,30506.0,17435.0,23168.0,275.0,11288170980.0,114957718.0,94138036.0,50103270.0,66,1,0,0,0,0,0,0,162348,11440,3660,584,134,2,3703,6,41,1,151,16,226,35,0,0,132,2,132,2,14496860,53685,43010,25600,1753,1429,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,4235263206,50076892,14571,6850,106,18,264091.0,253500.0,3995.0,275.0,4232168140.0,47506289.0,66325443.0,50075352.0,0,0,0,0,0,0,0,0,222196,54800,1396,584,700,2,3726,7,708,2,16,16,44,35,0,0,0,0,699,2,25163883,32653,508,508,10752,6849,0
102,55895818,52116485,1250,1133,115,16,5168.0,1133.0,5198.0,275.0,51802597.0,48119706.0,52113813.0,52113813.0,0,0,0,0,0,0,0,0,10760,9064,1432,520,2,1,12,2,10,1,14,14,43,31,0,0,0,0,0,0,164250,14600,509,509,1133,1132,0
104,105186215,56056929,1076,957,117,16,5067.0,957.0,4448.0,275.0,100750533.0,52061070.0,56053810.0,56053810.0,0,0,0,0,0,0,0,0,9296,7656,1460,520,2,1,11,2,9,1,14,14,42,31,0,0,0,0,0,0,149650,14600,1020,510,957,956,0
270,87252176,50140373,1790,1221,284,18,24363.0,13950.0,9474.0,275.0,82993757.0,46137342.0,50138298.0,50138298.0,0,0,0,0,0,0,0,0,16936,9768,3456,584,1,1,70,6,62,1,16,16,97,35,0,0,0,0,0,0,934400,14600,509,509,1501,1220,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,23250984352,75745589,25495,5802,586,21,289760.0,278330.0,16212.0,1209.0,23109932444.0,75745589.0,141584648.0,47055120.0,0,0,0,0,0,0,0,0,682284,46416,12184,680,56,1,15029,6,571,3,201,19,762,40,0,0,0,0,334,3,70015181,38353,513293,65535,10153,5801,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,13307457171,93679704,20466,3766,242,18,205397.0,199875.0,2888.0,275.0,13238070145.0,93679704.0,93553720.0,50066607.0,1,1,0,0,82,1,0,0,604516,30128,5464,584,195,2,13815,4,108,2,101,19,520,34,164,2,0,0,0,0,75261815,36119,118985,16384,6466,3765,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,19307546194,63088194,10147,1474,382,20,16176.0,1474.0,31205.0,275.0,19207844805.0,63088194.0,63285302.0,48436198.0,0,0,0,0,0,0,0,0,346572,11792,4124,648,64,2,8319,6,102,2,20,18,147,39,0,0,63,2,63,2,34391832,36294,9186,8224,1487,1473,0
3985,50914165756,76802977,18738,1441,276,20,52879.0,41800.0,19308.0,275.0,50800966256.0,76802977.0,140890433.0,70059019.0,32,1,0,0,32,1,0,0,681584,11528,3440,648,61,2,16628,6,100,2,85,18,171,39,55,2,0,0,0,0,56390680,53652,110762,32120,1877,1440,0
2305,13458154393,56272016,7047,20,242,20,9967.0,92.0,19260.0,275.0,13373804519.0,56272016.0,48124884.0,48124884.0,0,0,0,0,0,0,0,0,272852,648,2724,648,18,2,6733,6,21,1,18,18,82,39,0,0,0,0,0,0,30917329,53589,53393,32120,21,5,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,2115769410,63532972,2801,18,271,18,10412.0,89.0,22992.0,275.0,2042862313.0,63532620.0,149247196.0,63233847.0,0,0,0,0,0,0,0,0,103972,584,2848,584,2,1,2550,4,20,1,16,16,57,35,0,0,0,0,0,0,16244270,59755,509,509,7,3,0
1880,8980449338,115664477,6684,1155,483,21,33155.0,16400.0,23097.0,275.0,8941402966.0,115664477.0,53460133.0,47099312.0,0,0,0,0,0,0,0,0,207024,9240,5776,680,2,1,4797,5,109,1,21,19,158,41,0,0,0,0,0,0,22239450,14600,9186,8224,1488,1154,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,74045769,43117546,2288,1371,111,15,406703.0,400384.0,3921.0,154.0,70946448.0,40121291.0,43114739.0,43114739.0,0,0,0,0,0,0,0,0,8484,6256,1412,488,2,1,23,3,13,1,13,13,49,29,0,0,0,0,0,0,222650,14600,510,510,793,781,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,189542743,55979546,2449,2002,148,19,22244.0,14400.0,6001.0,275.0,187303975.0,55979546.0,49087838.0,49087838.0,0,0,0,0,0,0,0,0,20304,16016,1660,616,2,1,9,6,1,1,17,17,40,37,0,0,0,0,0,0,47450,14600,509,509,2292,2001,0
1486,7976486966,49080658,13982,6301,244,19,254274.0,239925.0,14291.0,275.0,7882548186.0,45079361.0,49254476.0,49079703.0,0,0,0,0,0,0,0,0,239004,50408,3124,616,27,2,4247,5,507,3,23,17,125,36,0,0,0,0,472,3,25889001,44397,70341,25600,9503,6300,0
2056,4772536613,103168528,4995,794,3293,57,833161.0,813056.0,54719.0,1383.0,4126833599.0,103168528.0,1788624179.0,60836217.0,5,1,0,0,0,0,0,0,112652,6352,79504,1144,579,2,1852,6,1098,2,1497,59,5209,108,0,0,0,0,1,1,58945475,50515,4256506,65535,1382,793,0
